mol_smi,bbs_smi
O=C1[C@H](O)C[C@@H](c2c(F)cccc2OCCF)N1Cc1ccc(Cl)c(OC(F)(F)C(F)F)c1,[*]c1c(F)cccc1OCCF.[*][C@]1([H])C[C@@]([H])(O)C(=O)N1[*].[*]Cc1ccc(Cl)c(OC(F)(F)C(F)F)c1
CCOc1cccc(F)c1[C@@H]1C[C@H](F)C(=O)N1Cc1ccc(F)c(OC(F)(F)F)c1,[*]c1c(F)cccc1OCC.[*][C@]1([H])C[C@]([H])(F)C(=O)N1[*].[*]Cc1ccc(F)c(OC(F)(F)F)c1
COc1cccc(OC)c1[C@@H]1CCCCC(=O)N1Cc1cnc2ccccc2c1,[*]c1c(OC)cccc1OC.[*][C@]1([H])CCCCC(=O)N1[*].[*]Cc1cnc2ccccc2c1
CCOc1cccc(F)c1[C@@H]1C[C@H](F)C(=O)N1Cc1ccc(OC(F)(F)F)c(Cl)c1,[*]c1c(F)cccc1OCC.[*][C@]1([H])C[C@]([H])(F)C(=O)N1[*].[*]Cc1ccc(OC(F)(F)F)c(Cl)c1
COc1ccc(F)c(OC)c1[C@@H]1C[C@@H](Cl)C(=O)N1Cc1ccc(OC(F)(F)F)cc1,[*]c1c(OC)ccc(F)c1OC.[*][C@]1([H])C[C@@]([H])(Cl)C(=O)N1[*].[*]Cc1ccc(OC(F)(F)F)cc1
COc1cccc(Cl)c1[C@@H]1C[C@H](Cl)C(=O)N1Cc1ccc(OC(F)(F)F)cc1,[*]c1c(Cl)cccc1OC.[*][C@]1([H])C[C@]([H])(Cl)C(=O)N1[*].[*]Cc1ccc(OC(F)(F)F)cc1
CCOc1ccc(F)c(F)c1[C@@H]1C[C@H](Cl)C(=O)N1Cc1ccc(OC(F)(F)F)cc1,[*]c1c(OCC)ccc(F)c1F.[*][C@]1([H])C[C@]([H])(Cl)C(=O)N1[*].[*]Cc1ccc(OC(F)(F)F)cc1
CCOc1cc(F)ccc1[C@@H]1C[C@H](Cl)C(=O)N1Cc1ccc(OC(F)(F)F)cc1,[*]c1ccc(F)cc1OCC.[*][C@]1([H])C[C@]([H])(Cl)C(=O)N1[*].[*]Cc1ccc(OC(F)(F)F)cc1
CCOc1cccc(Cl)c1[C@@H]1C[C@H](Cl)C(=O)N1Cc1ccc(OC(F)(F)F)cc1,[*]c1c(Cl)cccc1OCC.[*][C@]1([H])C[C@]([H])(Cl)C(=O)N1[*].[*]Cc1ccc(OC(F)(F)F)cc1
COc1cccc(OC)c1[C@@H]1CCC(=O)N1Cc1cccc2ccccc12,[*]c1c(OC)cccc1OC.[*][C@]1([H])CCC(=O)N1[*].[*]Cc1cccc2ccccc12
O=C1CCCC[C@@H](c2ccccc2-c2ccccc2)N1Cc1csc(-c2ccccc2)n1,[*]c1ccccc1-c1ccccc1.[*][C@]1([H])CCCCC(=O)N1[*].[*]Cc1csc(-c2ccccc2)n1
O=C1CCC[C@@H](c2cccc3c2OCCO3)N1Cc1cccc(-c2ccccc2)c1,[*]c1cccc2c1OCCO2.[*][C@]1([H])CCCC(=O)N1[*].[*]Cc1cccc(-c2ccccc2)c1
COc1cccc(F)c1[C@@H]1C[C@H](Cl)C(=O)N1Cc1cccc(OC(F)(F)F)c1,[*]c1c(F)cccc1OC.[*][C@]1([H])C[C@]([H])(Cl)C(=O)N1[*].[*]Cc1cccc(OC(F)(F)F)c1
O=C1[C@@H](F)C[C@@H](c2c(F)cccc2OC2CCCC2)N1Cc1cccc(OC(F)(F)F)c1,[*]c1c(F)cccc1OC1CCCC1.[*][C@]1([H])C[C@]([H])(F)C(=O)N1[*].[*]Cc1cccc(OC(F)(F)F)c1
O=C1[C@@H](F)C[C@@H](c2c(F)cccc2OCCF)N1Cc1ccc(Cl)c(OC(F)(F)F)c1,[*]c1c(F)cccc1OCCF.[*][C@]1([H])C[C@]([H])(F)C(=O)N1[*].[*]Cc1ccc(Cl)c(OC(F)(F)F)c1
COc1cccc(F)c1[C@@H]1C[C@@H](O)C(=O)N1Cc1ccc(OC(F)(F)C(F)F)cc1,[*]c1c(F)cccc1OC.[*][C@]1([H])C[C@@]([H])(O)C(=O)N1[*].[*]Cc1ccc(OC(F)(F)C(F)F)cc1
O=C1CC[C@@H](c2ccccc2-c2ccccc2)N1Cc1csc(-c2ccccc2)n1,[*]c1ccccc1-c1ccccc1.[*][C@]1([H])CCC(=O)N1[*].[*]Cc1csc(-c2ccccc2)n1
O=C1[C@H](O)C[C@@H](c2c(F)cccc2OCCF)N1Cc1ccc(F)c(OC(F)(F)C(F)F)c1,[*]c1c(F)cccc1OCCF.[*][C@]1([H])C[C@@]([H])(O)C(=O)N1[*].[*]Cc1ccc(F)c(OC(F)(F)C(F)F)c1
CCOc1c(F)cccc1[C@@H]1C[C@H](Cl)C(=O)N1Cc1ccc(OC(F)(F)F)cc1,[*]c1cccc(F)c1OCC.[*][C@]1([H])C[C@]([H])(Cl)C(=O)N1[*].[*]Cc1ccc(OC(F)(F)F)cc1
COc1cccc(Cl)c1[C@@H]1C[C@@H](O)C(=O)N1Cc1ccc(OC(F)(F)C(F)F)cc1,[*]c1c(Cl)cccc1OC.[*][C@]1([H])C[C@@]([H])(O)C(=O)N1[*].[*]Cc1ccc(OC(F)(F)C(F)F)cc1
COc1ccc2nc(C)oc2c1[C@@H]1CCCC(=O)N1Cc1ccc(OC(F)(F)F)cc1,[*]c1c(OC)ccc2nc(C)oc12.[*][C@]1([H])CCCC(=O)N1[*].[*]Cc1ccc(OC(F)(F)F)cc1
COc1cccc(F)c1[C@@H]1CC(=O)C(=O)N1Cc1ccc2oc3ccccc3c2c1,[*]c1c(F)cccc1OC.[*][C@]1([H])CC(=O)C(=O)N1[*].[*]Cc1ccc2oc3ccccc3c2c1
CCOc1ccc(F)c(F)c1[C@@H]1C[C@H](F)C(=O)N1Cc1ccc(OC(F)(F)F)cc1,[*]c1c(OCC)ccc(F)c1F.[*][C@]1([H])C[C@]([H])(F)C(=O)N1[*].[*]Cc1ccc(OC(F)(F)F)cc1
CCOc1cc(F)cc(F)c1[C@@H]1C[C@H](F)C(=O)N1Cc1ccc(OC(F)(F)F)cc1,[*]c1c(F)cc(F)cc1OCC.[*][C@]1([H])C[C@]([H])(F)C(=O)N1[*].[*]Cc1ccc(OC(F)(F)F)cc1
O=C1CC[C@@H](c2ccccc2-c2ccccc2)N1Cc1ccc(OC(F)(F)F)cc1,[*]c1ccccc1-c1ccccc1.[*][C@]1([H])CCC(=O)N1[*].[*]Cc1ccc(OC(F)(F)F)cc1
CC(C)Oc1cccc(F)c1[C@@H]1C[C@H](F)C(=O)N1Cc1ccc(F)c(OC(F)(F)F)c1,[*]c1c(F)cccc1OC(C)C.[*][C@]1([H])C[C@]([H])(F)C(=O)N1[*].[*]Cc1ccc(F)c(OC(F)(F)F)c1
CCOc1cccc(F)c1[C@@H]1C[C@H](F)C(=O)N1Cc1ccc(Cl)c(OC(F)(F)F)c1,[*]c1c(F)cccc1OCC.[*][C@]1([H])C[C@]([H])(F)C(=O)N1[*].[*]Cc1ccc(Cl)c(OC(F)(F)F)c1
COc1cccc(OC)c1[C@@H]1CCCC(=O)N1Cc1nc2ccccc2s1,[*]c1c(OC)cccc1OC.[*][C@]1([H])CCCC(=O)N1[*].[*]Cc1nc2ccccc2s1
COc1cccc(OC)c1[C@@H]1CCCC(=O)N1Cc1cnc(-c2ccccc2)s1,[*]c1c(OC)cccc1OC.[*][C@]1([H])CCCC(=O)N1[*].[*]Cc1cnc(-c2ccccc2)s1
COc1cccc(OC)c1[C@@H]1CCCC(=O)N1Cc1ccc2nccnc2c1,[*]c1c(OC)cccc1OC.[*][C@]1([H])CCCC(=O)N1[*].[*]Cc1ccc2nccnc2c1
CCOc1cccc(Cl)c1[C@@H]1C[C@H](F)C(=O)N1Cc1ccc(OC(F)(F)F)cc1,[*]c1c(Cl)cccc1OCC.[*][C@]1([H])C[C@]([H])(F)C(=O)N1[*].[*]Cc1ccc(OC(F)(F)F)cc1
CCOc1cccc(F)c1[C@@H]1C[C@@H](Cl)C(=O)N1Cc1ccc(OC(F)(F)F)cc1,[*]c1c(F)cccc1OCC.[*][C@]1([H])C[C@@]([H])(Cl)C(=O)N1[*].[*]Cc1ccc(OC(F)(F)F)cc1
COc1cccc(F)c1[C@@H]1C[C@@H](Cl)C(=O)N1Cc1ccc(OC(F)(F)F)cc1,[*]c1c(F)cccc1OC.[*][C@]1([H])C[C@@]([H])(Cl)C(=O)N1[*].[*]Cc1ccc(OC(F)(F)F)cc1
COc1ccc(Cl)c(OC)c1[C@@H]1C[C@H](F)C(=O)N1Cc1ccc(OC(F)(F)F)cc1,[*]c1c(OC)ccc(Cl)c1OC.[*][C@]1([H])C[C@]([H])(F)C(=O)N1[*].[*]Cc1ccc(OC(F)(F)F)cc1
CCOc1cccc(F)c1[C@@H]1C[C@H](F)C(=O)N1Cc1ccc(OC(F)(F)F)cc1,[*]c1c(F)cccc1OCC.[*][C@]1([H])C[C@]([H])(F)C(=O)N1[*].[*]Cc1ccc(OC(F)(F)F)cc1
COc1cc(F)ccc1[C@@H]1C[C@@H](Cl)C(=O)N1Cc1ccc(OC(F)(F)F)cc1,[*]c1ccc(F)cc1OC.[*][C@]1([H])C[C@@]([H])(Cl)C(=O)N1[*].[*]Cc1ccc(OC(F)(F)F)cc1
O=C1[C@H](O)C[C@@H](c2c(F)cccc2OC2CCC2)N1Cc1cccc(OC(F)(F)F)c1,[*]c1c(F)cccc1OC1CCC1.[*][C@]1([H])C[C@@]([H])(O)C(=O)N1[*].[*]Cc1cccc(OC(F)(F)F)c1
COc1cccc(F)c1[C@@H]1C[C@@H](O)C(=O)N1Cc1ccc(C)c(OC(F)(F)C(F)F)c1,[*]c1c(F)cccc1OC.[*][C@]1([H])C[C@@]([H])(O)C(=O)N1[*].[*]Cc1ccc(C)c(OC(F)(F)C(F)F)c1
CCOc1cccc(F)c1[C@@H]1C[C@@H](O)C(=O)N1Cc1cccc(OC(F)(F)C(F)F)c1,[*]c1c(F)cccc1OCC.[*][C@]1([H])C[C@@]([H])(O)C(=O)N1[*].[*]Cc1cccc(OC(F)(F)C(F)F)c1
COc1ncnc(OC)c1[C@@H]1CCCC(=O)N1Cc1cccc(-c2csc(C)n2)c1,[*]c1c(OC)ncnc1OC.[*][C@]1([H])CCCC(=O)N1[*].[*]Cc1cccc(-c2csc(C)n2)c1
COc1c(F)ccc(F)c1[C@@H]1C[C@H](Cl)C(=O)N1Cc1ccc(OC(F)(F)F)cc1,[*]c1c(F)ccc(F)c1OC.[*][C@]1([H])C[C@]([H])(Cl)C(=O)N1[*].[*]Cc1ccc(OC(F)(F)F)cc1
COc1ccccc1[C@@H]1C[C@H](F)C(=O)N1Cc1ccc(OC(F)(F)F)cc1,[*]c1ccccc1OC.[*][C@]1([H])C[C@]([H])(F)C(=O)N1[*].[*]Cc1ccc(OC(F)(F)F)cc1
COc1cccc(OC)c1[C@@H]1CCCC(=O)N1Cc1ccnc(N2CCCC2)c1,[*]c1c(OC)cccc1OC.[*][C@]1([H])CCCC(=O)N1[*].[*]Cc1ccnc(N2CCCC2)c1
O=C1CCC[C@@H](c2ccccc2N2CCCC2)N1Cc1cccc(-c2ccccc2)c1,[*]c1ccccc1N1CCCC1.[*][C@]1([H])CCCC(=O)N1[*].[*]Cc1cccc(-c2ccccc2)c1
COc1cccc(OC)c1[C@@H]1CCCCC(=O)N1Cc1cncc(-c2ccccc2)c1,[*]c1c(OC)cccc1OC.[*][C@]1([H])CCCCC(=O)N1[*].[*]Cc1cncc(-c2ccccc2)c1
CCOc1c(F)cccc1[C@@H]1C[C@@H](Cl)C(=O)N1Cc1ccc(OC(F)(F)F)cc1,[*]c1cccc(F)c1OCC.[*][C@]1([H])C[C@@]([H])(Cl)C(=O)N1[*].[*]Cc1ccc(OC(F)(F)F)cc1
O=C1[C@H](O)C[C@@H](c2c(F)cccc2OCCF)N1Cc1ccc(Cl)c(OCC(F)(F)F)c1,[*]c1c(F)cccc1OCCF.[*][C@]1([H])C[C@@]([H])(O)C(=O)N1[*].[*]Cc1ccc(Cl)c(OCC(F)(F)F)c1
O=C1CCC[C@@H](c2ccccc2-c2ccccc2)N1Cc1ccc2ccccc2c1,[*]c1ccccc1-c1ccccc1.[*][C@]1([H])CCCC(=O)N1[*].[*]Cc1ccc2ccccc2c1
COc1c(F)ccc(F)c1[C@@H]1C[C@@H](Cl)C(=O)N1Cc1ccc(OC(F)(F)F)cc1,[*]c1c(F)ccc(F)c1OC.[*][C@]1([H])C[C@@]([H])(Cl)C(=O)N1[*].[*]Cc1ccc(OC(F)(F)F)cc1
COc1ccc(F)c(OC)c1[C@@H]1C[C@H](F)C(=O)N1Cc1ccc(OC(F)(F)F)cc1,[*]c1c(OC)ccc(F)c1OC.[*][C@]1([H])C[C@]([H])(F)C(=O)N1[*].[*]Cc1ccc(OC(F)(F)F)cc1
O=C1[C@H](Cl)C[C@@H](c2cccc3c2OCCO3)N1Cc1ccc(OC(F)(F)F)cc1,[*]c1cccc2c1OCCO2.[*][C@]1([H])C[C@@]([H])(Cl)C(=O)N1[*].[*]Cc1ccc(OC(F)(F)F)cc1
COc1ccc(Cl)c(OC)c1[C@@H]1C[C@@H](O)C(=O)N1Cc1ccc(OC(F)(F)F)cc1,[*]c1c(OC)ccc(Cl)c1OC.[*][C@]1([H])C[C@@]([H])(O)C(=O)N1[*].[*]Cc1ccc(OC(F)(F)F)cc1
COc1cccc(F)c1[C@@H]1C[C@@H](O)C(=O)N1Cc1ccc(F)c(OC(F)(F)C(F)F)c1,[*]c1c(F)cccc1OC.[*][C@]1([H])C[C@@]([H])(O)C(=O)N1[*].[*]Cc1ccc(F)c(OC(F)(F)C(F)F)c1
CCOc1c(F)cccc1[C@@H]1C[C@H](F)C(=O)N1Cc1ccc(OC(F)(F)F)cc1,[*]c1cccc(F)c1OCC.[*][C@]1([H])C[C@]([H])(F)C(=O)N1[*].[*]Cc1ccc(OC(F)(F)F)cc1
COc1ccc2ccccc2c1[C@@H]1C[C@H](F)C(=O)N1Cc1ccc(OC(F)(F)F)cc1,[*]c1c(OC)ccc2ccccc12.[*][C@]1([H])C[C@]([H])(F)C(=O)N1[*].[*]Cc1ccc(OC(F)(F)F)cc1
CCOc1c(F)cccc1[C@@H]1C[C@@H](O)C(=O)N1Cc1ccc(OC(F)(F)F)cc1,[*]c1cccc(F)c1OCC.[*][C@]1([H])C[C@@]([H])(O)C(=O)N1[*].[*]Cc1ccc(OC(F)(F)F)cc1
COc1cccc(F)c1[C@@H]1C[C@H](F)C(=O)N1Cc1ccc(F)c(OC(F)(F)F)c1,[*]c1c(F)cccc1OC.[*][C@]1([H])C[C@]([H])(F)C(=O)N1[*].[*]Cc1ccc(F)c(OC(F)(F)F)c1
O=C1CCCC[C@@H](c2ccccc2-n2ccnn2)N1Cc1csc(-c2cccc(Cl)c2)n1,[*]c1ccccc1-n1ccnn1.[*][C@]1([H])CCCCC(=O)N1[*].[*]Cc1csc(-c2cccc(Cl)c2)n1
COc1cccc(F)c1[C@@H]1CC(F)(F)C(=O)N1Cc1cccc(OC(F)(F)F)c1,[*]c1c(F)cccc1OC.[*][C@]1([H])CC(F)(F)C(=O)N1[*].[*]Cc1cccc(OC(F)(F)F)c1
O=C1[C@@H](F)C[C@@H](c2c(F)cccc2OCCF)N1Cc1ccc(F)c(OC(F)(F)F)c1,[*]c1c(F)cccc1OCCF.[*][C@]1([H])C[C@]([H])(F)C(=O)N1[*].[*]Cc1ccc(F)c(OC(F)(F)F)c1
COc1cccc(F)c1[C@@H]1C[C@H](F)C(=O)N1Cc1cccc(OC(F)(F)F)c1,[*]c1c(F)cccc1OC.[*][C@]1([H])C[C@]([H])(F)C(=O)N1[*].[*]Cc1cccc(OC(F)(F)F)c1
O=C1[C@H](O)C[C@@H](c2c(F)cccc2OCCF)N1Cc1cc(F)cc(OC(F)(F)C(F)F)c1,[*]c1c(F)cccc1OCCF.[*][C@]1([H])C[C@@]([H])(O)C(=O)N1[*].[*]Cc1cc(F)cc(OC(F)(F)C(F)F)c1
COc1cc(F)ccc1[C@@H]1C[C@@H](O)C(=O)N1Cc1ccc(OC(F)(F)F)cc1,[*]c1ccc(F)cc1OC.[*][C@]1([H])C[C@@]([H])(O)C(=O)N1[*].[*]Cc1ccc(OC(F)(F)F)cc1
CCOc1ccccc1[C@@H]1C[C@H](F)C(=O)N1Cc1ccc(OC(F)(F)F)cc1,[*]c1ccccc1OCC.[*][C@]1([H])C[C@]([H])(F)C(=O)N1[*].[*]Cc1ccc(OC(F)(F)F)cc1
COc1cccc(F)c1[C@@H]1CC(=O)C(=O)N1Cc1cccc(OC(F)(F)F)c1,[*]c1c(F)cccc1OC.[*][C@]1([H])CC(=O)C(=O)N1[*].[*]Cc1cccc(OC(F)(F)F)c1
O=C1CCC[C@@H](c2ccccc2-c2ccccc2)N1Cc1csc(-c2ccccc2)n1,[*]c1ccccc1-c1ccccc1.[*][C@]1([H])CCCC(=O)N1[*].[*]Cc1csc(-c2ccccc2)n1
COc1cc(F)ccc1[C@@H]1C[C@H](F)C(=O)N1Cc1ccc(OC(F)(F)F)cc1,[*]c1ccc(F)cc1OC.[*][C@]1([H])C[C@]([H])(F)C(=O)N1[*].[*]Cc1ccc(OC(F)(F)F)cc1
COc1c(F)ccc(F)c1[C@@H]1C[C@H](F)C(=O)N1Cc1ccc(OC(F)(F)F)cc1,[*]c1c(F)ccc(F)c1OC.[*][C@]1([H])C[C@]([H])(F)C(=O)N1[*].[*]Cc1ccc(OC(F)(F)F)cc1
O=C1CCC[C@@H](c2ccccc2-c2ccccc2)N1Cc1cccc(-c2ccccc2)c1,[*]c1ccccc1-c1ccccc1.[*][C@]1([H])CCCC(=O)N1[*].[*]Cc1cccc(-c2ccccc2)c1
COc1c(F)ccc(F)c1[C@@H]1C[C@@H](O)C(=O)N1Cc1ccc(OC(F)(F)F)cc1,[*]c1c(F)ccc(F)c1OC.[*][C@]1([H])C[C@@]([H])(O)C(=O)N1[*].[*]Cc1ccc(OC(F)(F)F)cc1
O=C1[C@H](O)C[C@@H](c2c(F)cccc2OCCF)N1Cc1cccc(OC(F)(F)C(F)F)c1,[*]c1c(F)cccc1OCCF.[*][C@]1([H])C[C@@]([H])(O)C(=O)N1[*].[*]Cc1cccc(OC(F)(F)C(F)F)c1
COc1cccc(Cl)c1[C@@H]1C[C@H](F)C(=O)N1Cc1ccc(OC(F)(F)F)cc1,[*]c1c(Cl)cccc1OC.[*][C@]1([H])C[C@]([H])(F)C(=O)N1[*].[*]Cc1ccc(OC(F)(F)F)cc1
CC(C)Oc1cccc(F)c1[C@@H]1CC(F)(F)C(=O)N1Cc1ccc(OC(F)(F)F)cc1,[*]c1c(F)cccc1OC(C)C.[*][C@]1([H])CC(F)(F)C(=O)N1[*].[*]Cc1ccc(OC(F)(F)F)cc1
COc1cccc(C)c1[C@@H]1C[C@H](Cl)C(=O)N1Cc1ccc(OC(F)(F)F)cc1,[*]c1c(C)cccc1OC.[*][C@]1([H])C[C@]([H])(Cl)C(=O)N1[*].[*]Cc1ccc(OC(F)(F)F)cc1
COc1cccc(F)c1[C@@H]1C[C@H](F)C(=O)N1Cc1ccc(Cl)c(OC(F)(F)F)c1,[*]c1c(F)cccc1OC.[*][C@]1([H])C[C@]([H])(F)C(=O)N1[*].[*]Cc1ccc(Cl)c(OC(F)(F)F)c1
COc1ccc(Cl)c(OC)c1[C@@H]1C[C@@H](Cl)C(=O)N1Cc1ccc(OC(F)(F)F)cc1,[*]c1c(OC)ccc(Cl)c1OC.[*][C@]1([H])C[C@@]([H])(Cl)C(=O)N1[*].[*]Cc1ccc(OC(F)(F)F)cc1
CCOc1cc(CN2C(=O)[C@H](O)C[C@H]2c2c(F)cccc2OCC)ccc1Cl,[*]c1c(F)cccc1OCC.[*][C@]1([H])C[C@@]([H])(O)C(=O)N1[*].[*]Cc1ccc(Cl)c(OCC)c1
CCOc1cccc(F)c1[C@@H]1C[C@H](Cl)C(=O)N1Cc1ccccc1OC(F)(F)F,[*]c1c(F)cccc1OCC.[*][C@]1([H])C[C@]([H])(Cl)C(=O)N1[*].[*]Cc1ccccc1OC(F)(F)F
COc1cccc(OC)c1[C@@H]1CCCC(=O)N1Cc1ccnc(Br)c1,[*]c1c(OC)cccc1OC.[*][C@]1([H])CCCC(=O)N1[*].[*]Cc1ccnc(Br)c1
O=C1CCC[C@@H](c2ccccc2-c2ccccc2)N1Cc1ccc(OC(F)(F)F)cc1,[*]c1ccccc1-c1ccccc1.[*][C@]1([H])CCCC(=O)N1[*].[*]Cc1ccc(OC(F)(F)F)cc1
COc1ccccc1[C@@H]1C[C@H](Cl)C(=O)N1Cc1ccc(OC(F)(F)F)cc1,[*]c1ccccc1OC.[*][C@]1([H])C[C@]([H])(Cl)C(=O)N1[*].[*]Cc1ccc(OC(F)(F)F)cc1
O=C1CCC[C@@H](c2ccnn2-c2ccccc2)N1Cc1ccccc1-c1ccccc1,[*]c1ccnn1-c1ccccc1.[*][C@]1([H])CCCC(=O)N1[*].[*]Cc1ccccc1-c1ccccc1
O=C1CCCC[C@@H](c2ccccc2-c2ccccc2)N1Cc1cccc(-c2ccccc2)c1,[*]c1ccccc1-c1ccccc1.[*][C@]1([H])CCCCC(=O)N1[*].[*]Cc1cccc(-c2ccccc2)c1
COc1cccc(OC)c1[C@@H]1CCCC(=O)N1Cc1cncc(-c2ccccc2)c1,[*]c1c(OC)cccc1OC.[*][C@]1([H])CCCC(=O)N1[*].[*]Cc1cncc(-c2ccccc2)c1
O=C1CCCC[C@@H](c2ccccc2-n2ccnn2)N1Cc1csc(-c2ccc(Cl)cc2)n1,[*]c1ccccc1-n1ccnn1.[*][C@]1([H])CCCCC(=O)N1[*].[*]Cc1csc(-c2ccc(Cl)cc2)n1
COc1cccc(OC)c1[C@@H]1CCCC(=O)N1Cc1cnc(OC(F)F)c(C2CC2)c1,[*]c1c(OC)cccc1OC.[*][C@]1([H])CCCC(=O)N1[*].[*]Cc1cnc(OC(F)F)c(C2CC2)c1
O=C1CCCC[C@@H](c2ccccc2-n2cccn2)N1Cc1cccc(-n2cccn2)c1,[*]c1ccccc1-n1cccn1.[*][C@]1([H])CCCCC(=O)N1[*].[*]Cc1cccc(-n2cccn2)c1
COc1cccc(F)c1[C@@H]1C[C@H](F)C(=O)N1Cc1ccc(OC(F)(F)F)cc1,[*]c1c(F)cccc1OC.[*][C@]1([H])C[C@]([H])(F)C(=O)N1[*].[*]Cc1ccc(OC(F)(F)F)cc1
COc1ccc2ncoc2c1[C@@H]1CCCC(=O)N1Cc1ccc2ccccc2n1,[*]c1c(OC)ccc2ncoc12.[*][C@]1([H])CCCC(=O)N1[*].[*]Cc1ccc2ccccc2n1
CCOc1cc(F)ccc1[C@@H]1C[C@H](F)C(=O)N1Cc1ccc(OC(F)(F)F)cc1,[*]c1ccc(F)cc1OCC.[*][C@]1([H])C[C@]([H])(F)C(=O)N1[*].[*]Cc1ccc(OC(F)(F)F)cc1
COc1ccc2ncoc2c1[C@@H]1CCCC(=O)N1Cc1ccc(OC(F)(F)F)cc1,[*]c1c(OC)ccc2ncoc12.[*][C@]1([H])CCCC(=O)N1[*].[*]Cc1ccc(OC(F)(F)F)cc1
